state,city,event_type,count
Pays de la Loire,Sèvremont,cart,1
Pennsylvania,Greensburg,department,1
País Vasco,Villabona,department,1
Pays de la Loire,Sèvremont,department,1
Zhejiang,Xuzhou,product,1
País Vasco,Vergara,cart,1
Zhejiang,Yichun,cart,1
Pays de la Loire,Talmont-Saint-Hilaire,department,1
Pennsylvania,New Kingstown,cancel,1
País Vasco,Sestao,purchase,1
Zhejiang,Yichun,home,1
País Vasco,Sestao,cancel,1
Pennsylvania,Montgomeryville,product,1
Pays de la Loire,Vallet,department,1
Pays de la Loire,Vallet,purchase,1
Pays de la Loire,Vertou,department,1
Île-de-France,Achères,department,1
País Vasco,Santurce,cart,1
Pennsylvania,Indiana,department,1
País Vasco,Berreaga-Mendi,cart,1
Pays de la Loire,Loire-Authion,product,1
Zhejiang,Zhoukou,cart,1
Pennsylvania,Lancaster,purchase,1
Zhejiang,Yongzhou,purchase,1
Pennsylvania,Lancaster,home,1
Zhejiang,Zhangye,cancel,1
País Vasco,Lasarte-Oria,cancel,1
País Vasco,Irún,cart,1
Zhejiang,Zhengzhou,cancel,1
Pennsylvania,King of Prussia,cart,1
País Vasco,Hondarribia,department,1
Pennsylvania,Kennett Square,cart,1
Zhejiang,Zhengzhou,home,1
Zhejiang,Zhengzhou,purchase,1
Pennsylvania,Kennett Square,cancel,1
País Vasco,Hondarribia,cart,1
País Vasco,Hondarribia,cancel,1
Île-de-France,Aulnay-sous-Bois,product,1
País Vasco,Galdácano,product,1
Zhejiang,Zhongshan,home,1
País Vasco,Elgóibar,cancel,1
Zhejiang,Zhoukou,cancel,1
País Vasco,Durango,department,1
País Vasco,Mondragón,purchase,1
Pennsylvania,Latrobe,department,1
Pennsylvania,McMurray,cancel,1
País Vasco,Bilbao,cancel,1
País Vasco,Mondragón,product,1
Île-de-France,Bagnolet,home,1
Pennsylvania,Manheim,product,1
Pennsylvania,Lower Burrell,product,1
Zhejiang,Yongzhou,department,1
Pennsylvania,Irwin,cart,1
País Vasco,Mondragón,department,1
País Vasco,Mondragón,cancel,1
Pennsylvania,Irwin,product,1
País Vasco,Llodio,product,1
Pennsylvania,Lebanon,product,1
Île-de-France,Bagnolet,department,1
País Vasco,Lejona,product,1
Île-de-France,Aubervilliers,department,1
País Vasco,Lejona,cart,1
Zhejiang,Yongzhou,product,1
Pennsylvania,Lawnton,home,1
Pennsylvania,Northwest Harborcreek,purchase,1
Pennsylvania,Gettysburg,department,1
Pennsylvania,Oliver,product,1
Pennsylvania,Ancient Oaks,cart,1
Pennsylvania,Phoenixville,home,1
Pennsylvania,East Stroudsburg,department,1
Pays de la Loire,Nort-sur-Erdre,cart,1
Pays de la Loire,Orée-d'Anjou,cart,1
Pays de la Loire,Pontchâteau,cancel,1
Pennsylvania,Eastlawn Gardens,department,1
Pays de la Loire,Pontchâteau,cart,1
Pays de la Loire,Pornic,cart,1
Pennsylvania,Altoona,cart,1
Pays de la Loire,Rezé,department,1
Île-de-France,Asnières-sur-Seine,product,1
Pennsylvania,Allentown,home,1
Pays de la Loire,Rouans,cart,1
Pennsylvania,Allentown,department,1
Pays de la Loire,Rouans,department,1
Pennsylvania,Allentown,cancel,1
Île-de-France,Bagnolet,purchase,1
Pennsylvania,Elizabethtown,product,1
Pays de la Loire,Roézé-sur-Sarthe,product,1
Pays de la Loire,Nort-sur-Erdre,cancel,1
Pennsylvania,Ancient Oaks,product,1
País Vasco,Villafranca de Ordicia,product,1
Île-de-France,Antony,product,1
Pays de la Loire,Machecoul-Saint-Même,department,1
Pennsylvania,Downingtown,cancel,1
Pennsylvania,Bethlehem,department,1
Pays de la Loire,Machecoul-Saint-Même,product,1
Zhejiang,Wuhu,cancel,1
Pennsylvania,Bensalem,home,1
Pennsylvania,Bensalem,cart,1
Zhejiang,Wuhu,home,1
Pennsylvania,Bensalem,cancel,1
Île-de-France,Antony,purchase,1
Pennsylvania,Arlington Heights,product,1
Pennsylvania,Pottsville,cancel,1
Pays de la Loire,Mozé-sur-Louet,department,1
Pennsylvania,Arlington Heights,department,1
Pennsylvania,Pottstown,department,1
Pennsylvania,Pittsburgh,purchase,1
Zhejiang,Wuhu,purchase,1
Pennsylvania,Arlington Heights,cancel,1
Île-de-France,Beautheil-Saints,department,1
Pays de la Loire,Saint-Georges-sur-Loire,cart,1
Île-de-France,Athis-Mons,product,1
Pennsylvania,Elizabethtown,purchase,1
Pennsylvania,Emigsville,department,1
Pennsylvania,Feasterville-Trevose,product,1
Pays de la Loire,Saint-Philbert-de-Grand-Lieu,cart,1
Pays de la Loire,Saint-Père-en-Retz,department,1
Pays de la Loire,Saint-Étienne-de-Montluc,department,1
Zhejiang,Xinxiang,product,1
Pays de la Loire,Sainte-Flaive-des-Loups,cart,1
País Vasco,Vitoria-Gasteiz,purchase,1
Pays de la Loire,Sainte-Flaive-des-Loups,product,1
Pays de la Loire,Sainte-Pazanne,product,1
Pennsylvania,Perkasie,department,1
Pays de la Loire,Saumur,cart,1
Pennsylvania,Fullerton,cancel,1
Pays de la Loire,Saumur,product,1
Pays de la Loire,Sucé-sur-Erdre,cancel,1
Pennsylvania,Penns Park,product,1
Pennsylvania,Fullerton,department,1
Pennsylvania,Penn Hills,product,1
País Vasco,Vitoria-Gasteiz,cancel,1
Pays de la Loire,Sèvremoine,cart,1
Zhejiang,Xinxiang,home,1
Pays de la Loire,Saint-Nazaire,product,1
País Vasco,Zarauz,product,1
Pennsylvania,Aliquippa,product,1
Pennsylvania,Emigsville,product,1
Pays de la Loire,Saint-Georges-sur-Loire,product,1
Pays de la Loire,Saint-Herblain,cart,1
Île-de-France,Antony,department,1
Pennsylvania,Ephrata Township,department,1
Zhejiang,Xiamen,department,1
Zhejiang,Xiamen,product,1
Pennsylvania,Phoenixville,cancel,1
País Vasco,Éibar,product,1
Île-de-France,Aubergenville,cart,1
Pennsylvania,Erie,product,1
Pennsylvania,Feasterville-Trevose,cancel,1
País Vasco,Éibar,department,1
Pays de la Loire,Saint-Herblain,department,1
Pennsylvania,Feasterville-Trevose,cart,1
País Vasco,Zumárraga,cart,1
Pays de la Loire,Saint-Herblain,home,1
Pays de la Loire,Saint-Hilaire-de-Riez,department,1
Pennsylvania,Lancaster,cancel,1
São Paulo,São Sebastião,purchase,1
Pays de la Loire,Haute-Goulaine,product,1
Nouvelle-Aquitaine,Couzeix,product,1
Nouvelle-Aquitaine,Pessac,purchase,1
Nouvelle-Aquitaine,Pessac,product,1
Nouvelle-Aquitaine,Pessac,department,1
Nouvelle-Aquitaine,Pessac,cart,1
Nouvelle-Aquitaine,Pau,purchase,1
Nouvelle-Aquitaine,Pau,department,1
Nouvelle-Aquitaine,Orthez,product,1
Île-de-France,Saint-Germain-en-Laye,department,1
Nouvelle-Aquitaine,Niort,purchase,1
Nouvelle-Aquitaine,Niort,home,1
Nouvelle-Aquitaine,Niort,cart,1
Nouvelle-Aquitaine,Mérignac,department,1
Île-de-France,Saint-Gratien,cart,1
Nouvelle-Aquitaine,Muron,cart,1
Nouvelle-Aquitaine,Mouliets-et-Villemartin,product,1
Nouvelle-Aquitaine,Mouguerre,department,1
Nouvelle-Aquitaine,Mios,product,1
Nouvelle-Aquitaine,Marmande,product,1
Nouvelle-Aquitaine,Léogeats,home,1
Nouvelle-Aquitaine,Lormont,product,1
Nouvelle-Aquitaine,Limoges,purchase,1
Nouvelle-Aquitaine,Le Taillan-Médoc,home,1
Nouvelle-Aquitaine,Le Taillan-Médoc,cart,1
Nouvelle-Aquitaine,Le Bouscat,cancel,1
Nouvelle-Aquitaine,Laruscade,cart,1
Île-de-France,Saint-Gratien,department,1
Nouvelle-Aquitaine,Landiras,department,1
Nouvelle-Aquitaine,La Rochelle,department,1
Nouvelle-Aquitaine,Gradignan,cancel,1
Nouvelle-Aquitaine,Poitiers,product,1
Île-de-France,Saint-Denis,product,1
Nouvelle-Aquitaine,Périgueux,department,1
Nouvelle-Aquitaine,Saint-Médard-en-Jalles,department,1
Nouvelle-Aquitaine,Villenave-d'Ornon,cart,1
Nouvelle-Aquitaine,Ussel,cart,1
Nouvelle-Aquitaine,Tonneins,department,1
Nouvelle-Aquitaine,Thouars,department,1
Nouvelle-Aquitaine,Thouars,cart,1
Nouvelle-Aquitaine,Sévignacq,department,1
Nouvelle-Aquitaine,Surgères,department,1
Nouvelle-Aquitaine,Sarlat-la-Canéda,department,1
Nouvelle-Aquitaine,Sallebœuf,department,1
Nouvelle-Aquitaine,Sainte-Hélène,product,1
Nouvelle-Aquitaine,Sainte-Gemme,cart,1
Nouvelle-Aquitaine,Saint-Sulpice-le-Guérétois,cart,1
Nouvelle-Aquitaine,Saint-Sulpice-de-Royan,department,1
Nouvelle-Aquitaine,Saint-Médard-en-Jalles,cart,1
Nouvelle-Aquitaine,Rochefort,cart,1
Nouvelle-Aquitaine,Saint-Martin-de-Seignanx,product,1
Nouvelle-Aquitaine,Saint-Martin-de-Seignanx,department,1
Nouvelle-Aquitaine,Saint-Lon-les-Mines,product,1
Nouvelle-Aquitaine,Saint-Jean-de-Luz,cart,1
Nouvelle-Aquitaine,Saint-Jean-d'Illac,product,1
Nouvelle-Aquitaine,Saint-Geours-de-Maremne,purchase,1
Nouvelle-Aquitaine,Saint-Christophe-de-Double,product,1
Nouvelle-Aquitaine,Saint-Christophe-de-Double,cart,1
Nouvelle-Aquitaine,Saint-André-de-Cubzac,department,1
Nouvelle-Aquitaine,Saint-André-de-Cubzac,cart,1
Nouvelle-Aquitaine,Saint-Androny,product,1
Nouvelle-Aquitaine,Rochefort,home,1
Nouvelle-Aquitaine,Rochefort,department,1
Nouvelle-Aquitaine,Essouvert,department,1
Nouvelle-Aquitaine,Couzeix,department,1
Nouvelle-Aquitaine,Villeneuve-sur-Lot,product,1
Nouvelle-Aquitaine,Cosnac,product,1
Northern Ireland,Portadown,cart,1
Northern Ireland,Omagh,cart,1
Northern Ireland,Newtownards,cart,1
Northern Ireland,Newry,product,1
Northern Ireland,Newry,home,1
Northern Ireland,Magherafelt,cancel,1
Northern Ireland,Lurgan,purchase,1
Northern Ireland,Lurgan,department,1
Northern Ireland,Londonderry,cancel,1
Northern Ireland,Lisburn,department,1
Northern Ireland,Glengormley,product,1
Île-de-France,Saint-Mandé,department,1
Northern Ireland,Downpatrick,product,1
Île-de-France,Saint-Mandé,product,1
Northern Ireland,Downpatrick,cart,1
Northern Ireland,Downpatrick,cancel,1
Île-de-France,Saint-Martin-la-Garenne,department,1
Northern Ireland,Coleraine,home,1
Northern Ireland,Coleraine,department,1
Northern Ireland,Coleraine,cancel,1
Île-de-France,Saint-Maur-des-Fossés,cancel,1
Île-de-France,Saint-Maur-des-Fossés,department,1
Northern Ireland,Carryduff,cart,1
Northern Ireland,Carrickfergus,product,1
Northern Ireland,Carrickfergus,department,1
Northern Ireland,Carrickfergus,cart,1
Northern Ireland,Carrickfergus,cancel,1
Northern Ireland,Belfast,cart,1
Northern Ireland,Bangor,product,1
Northern Ireland,Portadown,product,1
Northern Ireland,Portadown,purchase,1
Northern Territory,Darwin,department,1
Nouvelle-Aquitaine,Bayonne,product,1
Nouvelle-Aquitaine,Cognac,product,1
Nouvelle-Aquitaine,Ciré-d'Aunis,home,1
Nouvelle-Aquitaine,Châtellerault,product,1
Nouvelle-Aquitaine,Châtellerault,department,1
Nouvelle-Aquitaine,Cenon,cancel,1
Nouvelle-Aquitaine,Bègles,product,1
Nouvelle-Aquitaine,Brive-la-Gaillarde,product,1
Nouvelle-Aquitaine,Boulazac Isle Manoire,department,1
Nouvelle-Aquitaine,Bordeaux,purchase,1
Nouvelle-Aquitaine,Bordeaux,home,1
Nouvelle-Aquitaine,Biriatou,department,1
Nouvelle-Aquitaine,Biriatou,cancel,1
Nouvelle-Aquitaine,Benquet,product,1
Nouvelle-Aquitaine,Bayonne,department,1
Northern Territory,East Arnhem,product,1
Nouvelle-Aquitaine,Arsac,product,1
Nouvelle-Aquitaine,Arsac,department,1
Nouvelle-Aquitaine,Arcangues,cart,1
Nouvelle-Aquitaine,Angoulême,cart,1
Nouvelle-Aquitaine,Anglet,product,1
Nouvelle-Aquitaine,Anglet,cart,1
Nouvelle-Aquitaine,Ambarès-et-Lagrave,cancel,1
Nouvelle-Aquitaine,Aiffres,department,1
Nouvelle-Aquitaine,Aiffres,cancel,1
Nouvelle-Aquitaine,Agen,product,1
Nouvelle-Aquitaine,Agen,cart,1
Northern Territory,Shoal Bay,cart,1
Northern Territory,Howard Springs,cart,1
Nouvelle-Aquitaine,Villenave-d'Ornon,product,1
Nouvelle-Aquitaine,Vouillé,cart,1
Île-de-France,Pantin,cart,1
Occitanie,Mialet,cart,1
Île-de-France,Pierrefitte-sur-Seine,cancel,1
Occitanie,Rodez,purchase,1
Occitanie,Rodez,department,1
Occitanie,Pézenas,product,1
Occitanie,Pégairolles-de-l'Escalette,product,1
Occitanie,Portet-sur-Garonne,department,1
Occitanie,Portet-sur-Garonne,cart,1
Occitanie,Pont-Saint-Esprit,cart,1
Occitanie,Perpignan,product,1
Île-de-France,Pierrefitte-sur-Seine,department,1
Île-de-France,Plaisir,cart,1
Île-de-France,Poissy,product,1
Occitanie,Perpignan,cancel,1
Occitanie,Pamiers,cart,1
Occitanie,Onet-le-Château,cart,1
Occitanie,Nîmes,purchase,1
Île-de-France,Pomponne,cart,1
Occitanie,Nîmes,home,1
Occitanie,Narbonne,cart,1
Occitanie,Mèze,product,1
Occitanie,Mèze,cart,1
Occitanie,Murles,product,1
Occitanie,Montpellier,home,1
Île-de-France,Puteaux,cart,1
Occitanie,Montpellier,cart,1
Île-de-France,Puteaux,purchase,1
Occitanie,Montauban,department,1
Occitanie,Montauban,cancel,1
Occitanie,Montarnaud,product,1
Occitanie,Rousson,department,1
Occitanie,Sabran,department,1
Occitanie,Saint-Affrique,department,1
Île-de-France,Pantin,product,1
Ohio,Ashtabula,department,1
Ohio,Ashtabula,cart,1
Ohio,Alliance,cart,1
Ohio,Akron,product,1
Ohio,Akron,department,1
Île-de-France,Pantin,department,1
Ohio,Akron,cart,1
Île-de-France,Pantin,home,1
Occitanie,Villeveyrac,department,1
Occitanie,Verdun-sur-Garonne,product,1
Occitanie,Verdun-sur-Garonne,department,1
Occitanie,Verdun-sur-Garonne,cart,1
Occitanie,Vauvert,department,1
Île-de-France,Paray-Vieille-Poste,department,1
Occitanie,Saint-Affrique,product,1
Île-de-France,Paray-Vieille-Poste,product,1
Île-de-France,Perdreauville,product,1
Occitanie,Thil,purchase,1
Occitanie,Thil,cart,1
Occitanie,Tarbes,cart,1
Occitanie,Sète,product,1
Occitanie,Sète,department,1
Occitanie,Servian,cancel,1
Occitanie,Salses-le-Château,product,1
Occitanie,Sainte-Foy-de-Peyrolières,product,1
Occitanie,Sainte-Foy-de-Peyrolières,department,1
Occitanie,Saint-Étienne-du-Valdonnez,department,1
Occitanie,Saint-Orens-de-Gameville,cancel,1
Occitanie,Millau,cart,1
Occitanie,Mauguio,cart,1
Occitanie,Agde,cart,1
Occitanie,Martres-Tolosane,product,1
Île-de-France,Saclay,purchase,1
Occitanie,Clermont-l'Hérault,cancel,1
Île-de-France,Saint-Cloud,cancel,1
Occitanie,Castries,home,1
Occitanie,Castelsarrasin,cart,1
Occitanie,Castelnau-de-Lévis,product,1
Occitanie,Castelnau-de-Lévis,cart,1
Occitanie,Castelmaurou,purchase,1
Occitanie,Castanet-Tolosan,product,1
Occitanie,Caixas,product,1
Occitanie,Cahors,cancel,1
Occitanie,Cabrerolles,department,1
Occitanie,Cabrerolles,cart,1
Île-de-France,Saint-Cloud,department,1
Occitanie,Béziers,cart,1
Île-de-France,Saint-Cyr-l'École,home,1
Occitanie,Brissac,product,1
Occitanie,Brissac,department,1
Occitanie,Bellefont-La Rauze,cart,1
Occitanie,Beaucaire,product,1
Occitanie,Avignonet-Lauragais,product,1
Occitanie,Auterive,product,1
Occitanie,Auterive,cart,1
Occitanie,Aussonne,product,1
Occitanie,Aussonne,cart,1
Occitanie,Aumelas,product,1
Occitanie,Auch,department,1
Occitanie,Alès,product,1
Occitanie,Agde,purchase,1
Île-de-France,Saclay,department,1
Île-de-France,Saclay,cart,1
Île-de-France,Rueil-Malmaison,department,1
Île-de-France,Roissy-en-Brie,purchase,1
Occitanie,Lézignan-Corbières,product,1
Occitanie,Lézignan-Corbières,cart,1
Occitanie,Lunel,cart,1
Occitanie,Le Bosc,home,1
Occitanie,Le Bosc,department,1
Occitanie,Le Bosc,cart,1
Occitanie,Lattes,department,1
Occitanie,Lattes,cart,1
Occitanie,L'Union,product,1
Occitanie,L'Isle-Jourdain,product,1
Occitanie,L'Isle-Jourdain,department,1
Occitanie,Grenade,product,1
Occitanie,Grenade,cart,1
Île-de-France,Rueil-Malmaison,cart,1
Occitanie,Clermont-l'Hérault,cart,1
Occitanie,Gazost,cart,1
Occitanie,Gaillac,purchase,1
Occitanie,Gaillac,product,1
Occitanie,Frontignan,department,1
Occitanie,Frontignan,cart,1
Occitanie,Fenouillet,purchase,1
Occitanie,Fenouillet,department,1
Occitanie,Fenouillet,cart,1
Occitanie,Cornebarrieu,cart,1
Occitanie,Combas,department,1
Occitanie,Colomiers,department,1
Occitanie,Colomiers,cart,1
Occitanie,Clermont-l'Hérault,department,1
Northern Ireland,Ballymoney,product,1
Northern Ireland,Ballymoney,cancel,1
Northern Ireland,Ballymena,department,1
Normandie,Petit-Caux,cart,1
North Carolina,Asheboro,product,1
North Carolina,Asheboro,department,1
North Carolina,Asheboro,cart,1
North Carolina,Apex,product,1
North Carolina,Apex,department,1
North Carolina,Apex,cart,1
Normandie,Évreux,department,1
Île-de-France,Villiers-le-Bel,cart,1
Normandie,Vernon,department,1
Île-de-France,Villiers-sur-Marne,cart,1
Normandie,Treis-Sants-en-Ouche,cart,1
Normandie,Sotteville-lès-Rouen,cancel,1
Normandie,Sierville,cart,1
Normandie,Saint-Sulpice-sur-Risle,cart,1
Normandie,Saint-Pierre-lès-Elbeuf,cart,1
Normandie,Saint-Martin-de-l'If,product,1
Normandie,Saint-Martin-de-l'If,cart,1
Normandie,Saint-Jouin-Bruneval,product,1
Île-de-France,Villiers-sur-Marne,department,1
Normandie,Saint-Jouin-Bruneval,department,1
Normandie,Saint-Gatien-des-Bois,product,1
Normandie,Saint-Désir,product,1
Normandie,Saint-Désir,cart,1
Normandie,Saint-Aubin-d'Écrosville,department,1
Normandie,Saint-André-de-l'Eure,department,1
Île-de-France,Vincennes,cancel,1
Normandie,Rouen,cart,1
Normandie,Quincampoix,purchase,1
Normandie,Quincampoix,department,1
North Carolina,Asheville,cart,1
North Carolina,Asheville,department,1
North Carolina,Burlington,cart,1
Île-de-France,Villeneuve-Saint-Georges,cart,1
North Carolina,Franklin,home,1
North Carolina,Fayetteville,purchase,1
Île-de-France,Versailles,product,1
Île-de-France,Vigneux-sur-Seine,cart,1
North Carolina,Fairview,product,1
Île-de-France,Villebon-sur-Yvette,product,1
Île-de-France,Villejuif,cart,1
North Carolina,Fairview,home,1
North Carolina,Elizabeth City,product,1
North Carolina,Elizabeth City,cancel,1
North Carolina,Durham,home,1
North Carolina,Cornelius,product,1
North Carolina,Cornelius,department,1
North Carolina,Concord,home,1
Île-de-France,Villiers-en-Bière,cart,1
North Carolina,Concord,cancel,1
North Carolina,Clemmons,product,1
North Carolina,Clemmons,cart,1
Île-de-France,Villeneuve-Saint-Georges,product,1
Île-de-France,Villeneuve-la-Garenne,department,1
North Carolina,Chapel Hill,purchase,1
North Carolina,Chapel Hill,product,1
North Carolina,Chapel Hill,home,1
Île-de-France,Villeneuve-le-Roi,product,1
Île-de-France,Villeparisis,department,1
Île-de-France,Villeparisis,purchase,1
North Carolina,Burlington,purchase,1
North Carolina,Burlington,department,1
Normandie,Quincampoix,cart,1
Normandie,Mont-Saint-Aignan,department,1
Northern Ireland,Armagh,home,1
Île-de-France,Viry-Châtillon,cart,1
Normandie,Anneville-Ambourville,department,1
Nordrhein-Westfalen,Zülpich,product,1
Nordrhein-Westfalen,Würselen,department,1
Nordrhein-Westfalen,Würselen,cart,1
Nordrhein-Westfalen,Windeck,product,1
Nordrhein-Westfalen,Windeck,cancel,1
Nordrhein-Westfalen,Wilnsdorf,department,1
Nordrhein-Westfalen,Wiehl,department,1
Nordrhein-Westfalen,Wiehl,cart,1
Nordrhein-Westfalen,Wetter (Ruhr),product,1
Nordrhein-Westfalen,Wetter (Ruhr),cart,1
Nordrhein-Westfalen,Wesseling,product,1
Nordrhein-Westfalen,Wesseling,cart,1
Île-de-France,Épinay-sur-Seine,home,1
Nordrhein-Westfalen,Wesel,department,1
Nordrhein-Westfalen,Werne,purchase,1
Nordrhein-Westfalen,Werne,department,1
Nordrhein-Westfalen,Wermelskirchen,product,1
Nordrhein-Westfalen,Wermelskirchen,department,1
Nordrhein-Westfalen,Werl,purchase,1
Nordrhein-Westfalen,Werl,product,1
Nordrhein-Westfalen,Wenden,department,1
Île-de-France,Étampes,cart,1
Nordrhein-Westfalen,Wegberg,department,1
Nordrhein-Westfalen,Warstein,product,1
Nordrhein-Westfalen,Warendorf,department,1
Île-de-France,Étampes,department,1
Nordrhein-Westfalen,Warendorf,cart,1
Île-de-France,Étampes,product,1
Normandie,Anneville-Ambourville,product,1
Normandie,Argentan,cart,1
Normandie,Belbeuf,cart,1
Normandie,Gonfreville-l'Orcher,cart,1
Normandie,Louviers,cart,1
Île-de-France,Viry-Châtillon,product,1
Normandie,Lillebonne,cart,1
Normandie,Le Fidelaire,product,1
Normandie,La Neuville-Chant-d'Oisel,department,1
Normandie,La Londe,product,1
Normandie,Honfleur,product,1
Normandie,Gruchet-le-Valasse,cart,1
Normandie,Gouville-sur-Mer,product,1
Normandie,Gonfreville-l'Orcher,purchase,1
Normandie,Gonfreville-l'Orcher,product,1
Normandie,Gonfreville-l'Orcher,department,1
Île-de-France,Vitry-sur-Seine,product,1
Normandie,Fécamp,product,1
Normandie,Beuzeville,department,1
Normandie,Fécamp,department,1
Normandie,Fécamp,cart,1
Normandie,Dieppe,department,1
Île-de-France,Vélizy-Villacoublay,department,1
Normandie,Cherbourg-en-Cotentin,home,1
Normandie,Cherbourg-en-Cotentin,cart,1
Île-de-France,Yerres,department,1
Normandie,Caen,department,1
Île-de-France,Yerres,product,1
Normandie,Caen,cancel,1
Normandie,Bully,product,1
Normandie,Bréauté,purchase,1
Normandie,Bréauté,product,1
North Carolina,Franklin,product,1
North Carolina,Garner,cart,1
North Carolina,Garner,department,1
Île-de-France,Versailles,cart,1
North Carolina,Salisbury,department,1
North Carolina,Salisbury,cart,1
North Carolina,Salisbury,cancel,1
North Carolina,Rocky Mount,product,1
North Carolina,Rocky Mount,department,1
Île-de-France,Sannois,cart,1
North Carolina,Roanoke Rapids,department,1
North Carolina,Roanoke Rapids,cart,1
North Carolina,Raleigh,purchase,1
Île-de-France,Sannois,department,1
North Carolina,Raleigh,home,1
Île-de-France,Sannois,product,1
North Carolina,Raleigh,cancel,1
North Carolina,Plain View,cart,1
North Carolina,New Bern,department,1
North Carolina,New Bern,cart,1
North Carolina,Mount Airy,cancel,1
North Carolina,Morganton,cart,1
North Carolina,Mooresville,product,1
North Carolina,Mooresville,cancel,1
North Carolina,Monroe,purchase,1
Île-de-France,Sarcelles,department,1
North Carolina,Monroe,product,1
Île-de-France,Sarcelles,product,1
North Carolina,Monroe,department,1
North Carolina,Mocksville,product,1
North Carolina,Mint Hill,cancel,1
North Carolina,Mineral Springs,purchase,1
North Carolina,Mineral Springs,product,1
North Carolina,Sanford,cart,1
North Carolina,Sanford,department,1
North Carolina,Sanford,product,1
North Carolina,Winterville,cart,1
North Dakota,West Fargo,product,1
North Dakota,West Fargo,department,1
Île-de-France,Saint-Michel-sur-Orge,cart,1
Île-de-France,Saint-Michel-sur-Orge,department,1
North Dakota,West Fargo,cancel,1
Île-de-France,Saint-Michel-sur-Orge,home,1
North Dakota,Minot,department,1
North Dakota,Grand Forks,cancel,1
North Dakota,Fargo,department,1
Île-de-France,Saint-Ouen,cart,1
North Dakota,Bismarck,purchase,1
Île-de-France,Saint-Ouen-l'Aumône,cart,1
North Carolina,Zebulon,cart,1
Île-de-France,Saint-Ouen-l'Aumône,department,1
Île-de-France,Sainte-Geneviève-des-Bois,product,1
Île-de-France,Saint-Ouen-l'Aumône,product,1
North Carolina,Wilmington,purchase,1
North Carolina,Welcome,purchase,1
North Carolina,Weddington,purchase,1
North Carolina,Weddington,product,1
North Carolina,Weddington,department,1
North Carolina,Wake Forest,product,1
North Carolina,Wake Forest,department,1
Île-de-France,Saint-Pierre-lès-Nemours,product,1
North Carolina,Unionville,cart,1
North Carolina,Thomasville,product,1
North Carolina,Thomasville,department,1
North Carolina,Statesville,department,1
Île-de-France,Sartrouville,cancel,1
Île-de-France,Sartrouville,purchase,1
North Carolina,Mineral Springs,department,1
North Carolina,Havelock,purchase,1
North Carolina,Holly Springs,purchase,1
Île-de-France,Thiais,cart,1
North Carolina,Holly Springs,cart,1
North Carolina,Hillsborough,home,1
North Carolina,Hillsborough,cancel,1
North Carolina,High Point,product,1
North Carolina,High Point,department,1
North Carolina,High Point,cart,1
Île-de-France,Thiais,department,1
Île-de-France,Torcy,product,1
Île-de-France,Trappes,cart,1
North Carolina,Hickory,product,1
Île-de-France,Trappes,product,1
North Carolina,Havelock,product,1
Île-de-France,Thiais,cancel,1
Île-de-France,Trappes,purchase,1
North Carolina,Greenville,department,1
North Carolina,Greenville,cancel,1
North Carolina,Greensboro,home,1
Île-de-France,Tremblay-en-France,department,1
North Carolina,Graham,product,1
North Carolina,Goldsboro,product,1
North Carolina,Goldsboro,department,1
Île-de-France,Vanves,cart,1
North Carolina,Gastonia,purchase,1
Île-de-France,Vanves,purchase,1
Île-de-France,Vaux-le-Pénil,cart,1
Île-de-France,Verneuil-sur-Seine,home,1
North Carolina,Hope Mills,product,1
Île-de-France,Taverny,product,1
Île-de-France,Saulx-les-Chartreux,cancel,1
North Carolina,Lexington,cart,1
Île-de-France,Savigny-sur-Orge,home,1
Île-de-France,Sceaux,department,1
Île-de-France,Sceaux,product,1
Île-de-France,Sonchamp,cart,1
North Carolina,Mebane,cart,1
North Carolina,Matthews,department,1
North Carolina,Marion,product,1
North Carolina,Marion,department,1
North Carolina,Marion,cancel,1
Île-de-France,Sonchamp,product,1
North Carolina,Lumberton,product,1
North Carolina,Louisburg,product,1
North Carolina,Lexington,department,1
North Carolina,Lenoir,purchase,1
North Carolina,Keener,department,1
North Carolina,Lenoir,product,1
North Carolina,Lenoir,home,1
North Carolina,Laurinburg,product,1
North Carolina,Laurinburg,cart,1
North Carolina,Knightdale,department,1
North Carolina,Knightdale,cart,1
North Carolina,Kernersville,purchase,1
North Carolina,Kernersville,cart,1
Île-de-France,Stains,cart,1
North Carolina,Keener,product,1
Île-de-France,Sèvres,department,1
Île-de-France,Sèvres,home,1
Île-de-France,Taverny,cart,1
Ohio,Athens,department,1
Ohio,Austintown,product,1
Pays de la Loire,Haute-Goulaine,department,1
Paraíba,Monteiro,cart,1
Île-de-France,Enghien-les-Bains,product,1
Pará,Anapu,home,1
Pará,Anapu,cart,1
Île-de-France,Enghien-les-Bains,purchase,1
Île-de-France,Ermont,department,1
Pará,Alenquer,home,1
Pará,Alenquer,department,1
Pará,Abaetetuba,purchase,1
Île-de-France,Favières,cancel,1
Île-de-France,Fontainebleau,cart,1
Paraíba,São Bento,product,1
Paraíba,São Bento,department,1
Île-de-France,Fontainebleau,department,1
Paraíba,Santa Rita,department,1
Île-de-France,Fontainebleau,product,1
Île-de-France,Fontenay-Saint-Père,department,1
Paraíba,Santa Rita,cart,1
Paraíba,Santa Rita,cancel,1
Île-de-France,Fontenay-Saint-Père,home,1
Paraíba,Santa Helena,purchase,1
Paraíba,Santa Helena,cart,1
Paraíba,Santa Helena,cancel,1
