postal_code,event_type,id
PE2,department,1
60543,home,1
60543,product,1
PE15,cart,1
60543,purchase,1
PE12,cancel,1
PE11,department,1
60544,department,1
60544,product,1
PE11,cancel,1
60545,cart,1
PE1,home,1
PE1,cart,1
OX4,department,1
OX3,home,1
60545,department,1
60545,product,1
60056,cart,1
SE9,product,1
60051,cart,1
UB3,cancel,1
UB6,cart,1
58200-000,cart,1
UB5,department,1
58201,cancel,1
58256,department,1
58256,home,1
UB3,purchase,1
UB3,product,1
UB3,cart,1
58300,cart,1
58300,product,1
58303,cancel,1
UB2,department,1
TS5,cart,1
58303,cart,1
58303,department,1
UB10,department,1
UB10,cancel,1
UB1,product,1
UB1,department,1
58332,cancel,1
58332,home,1
58340-000,cancel,1
58340-000,cart,1
TW10,product,1
TS5,department,1
UB7,cart,1
UB7,product,1
UB8,cart,1
58135,department,1
W6,cart,1
W5,product,1
58000,purchase,1
58070,cancel,1
W3,home,1
58070,product,1
58078,cancel,1
58078,department,1
58078,product,1
W3,cart,1
58087,product,1
58091,department,1
W14,cart,1
58093,cart,1
58099,product,1
58102,department,1
58102,product,1
W13,department,1
W11,product,1
W11,cart,1
58104,product,1
58135,cancel,1
W10,product,1
W10,cart,1
UB8,home,1
58340-000,purchase,1
58475-000,department,1
57970,cart,1
TA6,cancel,1
58900-000,product,1
TN38,cancel,1
TN34,department,1
TN24,cart,1
TN23,home,1
TN22,product,1
TN22,cart,1
TN2,cart,1
TF2,cart,1
TF1,product,1
59-900,department,1
TA6,cart,1
TA1,cart,1
58475-000,home,1
SY4,cart,1
59000,department,1
SW9,department,1
59052-700,department,1
59067,cart,1
59069,department,1
59071,cancel,1
59071,cart,1
SW6,cart,1
59077,cart,1
591-8022,cart,1
SW6,cancel,1
TN38,department,1
58865-000,product,1
TN4,cart,1
TN4,department,1
TS23,purchase,1
58500-000,cancel,1
58500-000,cart,1
58500-000,department,1
58501,department,1
58503,purchase,1
TS19,department,1
58504,department,1
TS18,cart,1
58515,cart,1
58515,product,1
58640,cart,1
TS18,cancel,1
58640,product,1
58642,cart,1
TS17,cart,1
58675,product,1
58701,department,1
TQ3,cart,1
TQ12,department,1
58708,home,1
TQ12,cart,1
TQ12,cancel,1
TN4,product,1
58865-000,department,1
W7,cart,1
57950,department,1
SE9,purchase,1
57350,product,1
WS3,product,1
57265-000,department,1
WS3,home,1
57265-000,home,1
57265-000,product,1
WS2,cart,1
573-500,cart,1
WS15,department,1
573-500,department,1
57319,cart,1
57320,department,1
WS12,department,1
57350,purchase,1
57420,home,1
WS11,product,1
WS11,cart,1
WR9,cart,1
WR5,department,1
WR2,cart,1
WR2,cancel,1
WR14,product,1
57392,product,1
WR11,purchase,1
WR11,department,1
57400,product,1
WR11,cart,1
57250-000,purchase,1
WS3,purchase,1
WS9,cart,1
57250-000,home,1
57200-000,department,1
YO8,department,1
YO8,cart,1
YO32,purchase,1
57201,product,1
YO32,cart,1
57220,product,1
57230-000,cancel,1
YO25,product,1
YO24,cart,1
57230-000,purchase,1
YO10,product,1
57234,department,1
WV6,department,1
57240-000,department,1
WV3,product,1
WV14,cart,1
WV14,cancel,1
WV11,product,1
57250,cart,1
WV11,cart,1
WV10,purchase,1
WV10,product,1
WV10,department,1
WS9,department,1
WN8,department,1
57439,product,1
W7,product,1
WA8,department,1
WD18,department,1
57552,home,1
WD18,cancel,1
WA9,purchase,1
57600,product,1
WA9,department,1
57650,cancel,1
57650,home,1
WA8,purchase,1
57701,department,1
57750,department,1
57750,home,1
57750,purchase,1
WN2,product,1
57800-000,cancel,1
57800-000,department,1
WA5,cart,1
WA4,cancel,1
WA2,cart,1
57800-000,home,1
WA15,department,1
57800-000,purchase,1
WA11,product,1
57920-000,department,1
57920-000,purchase,1
WA10,purchase,1
57550,purchase,1
WD18,product,1
WD3,department,1
WD6,cart,1
WN2,cart,1
57445-000,product,1
WN2,cancel,1
WF9,product,1
57445-000,purchase,1
WF9,department,1
WF4,home,1
WF3,purchase,1
57462,department,1
57462,product,1
57480-000,cart,1
57480-000,department,1
WF3,department,1
WF3,cancel,1
WF2,product,1
57482,department,1
WF17,department,1
57500,home,1
57500-000,home,1
57500-000,product,1
WF17,cart,1
WF12,department,1
WF1,product,1
57550,cancel,1
WF1,cart,1
SW4,department,1
591-8025,department,1
59101,department,1
SO19,home,1
59700-000,product,1
SO41,product,1
SO40,cancel,1
59701,department,1
SO31,product,1
59701,product,1
SO31,cart,1
59715,department,1
SO30,product,1
SO30,department,1
SO30,cart,1
SO22,cart,1
SO16,product,1
59790,product,1
59757,cart,1
59757,department,1
SO16,cart,1
SO15,product,1
SN4,department,1
SN4,cancel,1
SN3,cart,1
59757,product,1
SN25,home,1
SN2,home,1
59760,department,1
59790,department,1
SO45,cart,1
SO45,product,1
SO45,purchase,1
59700-000,department,1
59560,product,1
59570,product,1
59570-000,cancel,1
SR2,purchase,1
SR2,cart,1
59570-000,home,1
SP4,product,1
59581,product,1
59584-000,home,1
SP4,department,1
59590,product,1
59601,cart,1
59650,cart,1
59650,product,1
59650-000,cart,1
59650-000,home,1
SP10,product,1
SP10,cart,1
SO53,cart,1
SO51,product,1
SO51,cart,1
59700,home,1
SO50,cancel,1
59700,product,1
59700,purchase,1
SN1,home,1
59801,product,1
SW2,home,1
SG5,department,1
60020-181,cancel,1
SK9,product,1
SK9,cart,1
60025,department,1
60030,product,1
SK4,product,1
60031,cancel,1
SK4,cart,1
SK13,cart,1
SK11,cart,1
SG6,cart,1
SG5,product,1
SG4,product,1
SN1,department,1
SG4,department,1
SG2,product,1
SG2,cart,1
6004,product,1
60046,department,1
60047,department,1
SG1,department,1
60048,cart,1
SG1,cart,1
60048,product,1
60050,cart,1
60050,product,1
60018,purchase,1
SL1,cart,1
60018,cancel,1
SL2,cart,1
SM6,cart,1
SM5,cart,1
SM4,department,1
SM4,cart,1
60002,cart,1
SM1,department,1
60002,home,1
60004,cart,1
60004,department,1
SL6,product,1
SL6,cart,1
60005,cancel,1
60005,department,1
60005,home,1
SL4,department,1
60007,department,1
60010,department,1
SL3,department,1
60010-450,department,1
SL3,cart,1
SL2,product,1
60014,home,1
60014,product,1
SL2,department,1
60015,product,1
59550-000,department,1
SR3,department,1
59540,department,1
59240,product,1
592-8331,product,1
SW11,product,1
SW11,department,1
59200-000,product,1
59220,cart,1
59220,purchase,1
59223,product,1
ST7,department,1
ST6,purchase,1
59227,product,1
59229,department,1
ST5,cart,1
ST4,purchase,1
59500,product,1
59269,cart,1
59270,product,1
59280,product,1
ST4,product,1
ST4,home,1
ST4,cart,1
59280-000,purchase,1
59290,department,1
59290,home,1
ST3,product,1
ST3,cancel,1
593-8312,cart,1
592-8331,cart,1
592-0001,product,1
592-0001,department,1
592-0001,cart,1
59102,purchase,1
59110,product,1
59115,department,1
SW19,product,1
59115,purchase,1
59120,product,1
59130,department,1
59130,product,1
SW19,department,1
SW17,product,1
SW17,department,1
59148-902,cancel,1
59149-090,cart,1
SW17,cancel,1
59149-090,product,1
SW16,product,1
59150,cart,1
59160,department,1
59162-000,department,1
59162-000,home,1
59162-000,purchase,1
59164-000,purchase,1
59170,product,1
59192,cart,1
SW15,purchase,1
593-8312,product,1
ST17,department,1
59300,product,1
SR8,department,1
59390,cart,1
SR5,cancel,1
59390,department,1
SR4,department,1
SR4,cart,1
59400,cart,1
59404,department,1
SR3,purchase,1
59404,product,1
59404,purchase,1
59420,cart,1
59420,department,1
59425,cart,1
59425,department,1
59427,cart,1
59457,product,1
59457,purchase,1
59490,cart,1
59490,department,1
59494,cancel,1
SR3,product,1
59494,cart,1
59494,department,1
59494,product,1
59500,department,1
SR8,cart,1
59380-000,home,1
59300-000,cart,1
59380-000,cart,1
ST16,cancel,1
ST13,product,1
ST13,department,1
59310,cancel,1
ST1,purchase,1
ST1,cart,1
59320,cancel,1
SS8,product,1
SS8,department,1
SS6,cart,1
SS6,cancel,1
59320,department,1
59330,department,1
SS2,cart,1
SS17,home,1
59330,product,1
SS17,cart,1
SS17,cancel,1
59368,department,1
59368,purchase,1
SS0,home,1
SS0,department,1
59379,cart,1
59379,department,1
59380-000,cancel,1
60644,department,1
NE15,cart,1
630-040,department,1
CW8,cart,1
6173,department,1
61760-000,cart,1
61760-000,department,1
61761,cancel,1
DA15,department,1
DA1,cart,1
61761,product,1
618-141,product,1
6180,cancel,1
61802,cart,1
61802,department,1
61802,product,1
CW5,cart,1
619-900,department,1
618025,product,1
618100,cart,1
CW2,cart,1
618100,product,1
6182,department,1
61820,cart,1
61821,purchase,1
61832,cart,1
CW12,department,1
CW12,cart,1
61880-000,product,1
CW1,product,1
DA8,cart,1
6172,product,1
61704,cancel,1
61700-000,product,1
DE23,department,1
DE22,cancel,1
617-0006,cart,1
617-010,cancel,1
DE21,product,1
617-010,department,1
DE21,cancel,1
617-012,department,1
617-012,home,1
617-020,product,1
617-030,department,1
617-040,cart,1
617-040,product,1
DE11,product,1
DE11,cancel,1
617-050,cart,1
617-070,cancel,1
617-080,cart,1
617-081,cart,1
617-0833,product,1
61700-000,cart,1
DD8,department,1
DD4,department,1
61700-000,home,1
DD3,cart,1
619-900,cart,1
619-900,purchase,1
6169,cart,1
621-830,cart,1
CV3,department,1
621-070,department,1
621-070,product,1
621-090,department,1
CV22,department,1
621-170,cancel,1
621-800,cancel,1
621-800,product,1
CV22,cancel,1
621-800,purchase,1
CV21,purchase,1
621-820,product,1
621-830,department,1
619-910,product,1
CV21,department,1
CV2,product,1
621-831,department,1
621-832,department,1
CV2,cart,1
621-833,product,1
621-834,cart,1
CV2,cancel,1
CV12,department,1
621-834,purchase,1
CV10,home,1
CV10,department,1
CV3,product,1
CV31,cart,1
620599,cancel,1
CV32,department,1
CW1,cancel,1
CV8,purchase,1
CV8,cart,1
CV7,department,1
619-960,department,1
CV6,cancel,1
CV5,department,1
61920,cart,1
6193,cart,1
CV4,cancel,1
CV37,home,1
620-0000,cart,1
CV37,cart,1
6200,department,1
6200,product,1
62000,product,1
CV35,department,1
620010,cart,1
CV35,cart,1
CV34,product,1
CV34,cart,1
62002,cart,1
62002,product,1
62040,department,1
62040,product,1
6169,department,1
DE24,cancel,1
621-870,department,1
614-030,cart,1
613-130,home,1
613-131,department,1
613-131,product,1
6130,cart,1
6130,department,1
61300,cart,1
68,product,1
DN6,cart,1
614-0000,department,1
DN6,cancel,1
614-010,department,1
614-022,cancel,1
614-042,department,1
DN21,department,1
614-042,product,1
614-050,cart,1
DN5,department,1
614-070,cart,1
DN4,product,1
614-090,product,1
614-100,department,1
DN4,home,1
6140,cart,1
DN32,product,1
DN32,cart,1
614000,product,1
613-130,department,1
613-130,cart,1
613-130,cancel,1
613-110,department,1
DY4,product,1
612-030,home,1
612-030,purchase,1
612-034,department,1
DY4,cart,1
612-050,purchase,1
DY3,cart,1
612-051,department,1
612-061,product,1
DY10,home,1
612-070,department,1
612-080,department,1
612-082,cart,1
6120,cart,1
6120,department,1
6120,product,1
61200,cart,1
61201,department,1
61201,product,1
61244,department,1
61265,cart,1
DY1,cancel,1
613-011,cancel,1
613-011,product,1
DT2,department,1
DN22,cart,1
61401,cart,1
DE24,department,1
DE55,purchase,1
616-111,purchase,1
DH1,department,1
DE7,product,1
616-112,department,1
616-112,product,1
DE7,department,1
616-120,product,1
DE7,cart,1
616-121,cart,1
DE56,product,1
616-130,department,1
616-130,product,1
DE55,product,1
61401,department,1
DE55,department,1
61604,product,1
DE55,cart,1
61611,product,1
DE55,cancel,1
DE4,product,1
61614,home,1
61614,product,1
DE4,department,1
DE4,cancel,1
DE24,product,1
61614,purchase,1
616-110,home,1
616-110,cart,1
DH1,product,1
616-101,purchase,1
DN21,cart,1
61401,home,1
DN15,department,1
61401,product,1
DN14,cancel,1
DL14,product,1
61440,cart,1
6148,product,1
DL14,department,1
DH8,department,1
6150,cancel,1
6150,cart,1
6152,cart,1
6152,product,1
DH7,department,1
DH6,cancel,1
DH4,department,1
616-090,product,1
616-091,cart,1
616-091,department,1
616-092,cart,1
616-093,department,1
616-100,cart,1
616-100,department,1
616-100,product,1
621-840,product,1
621-870,product,1
60644,product,1
626-850,department,1
626-810,cart,1
626-810,purchase,1
CF14,cart,1
626-812,cart,1
CF14,cancel,1
CF11,purchase,1
CB8,cart,1
CB7,product,1
626-812,department,1
CB6,purchase,1
626-820,department,1
626-821,cart,1
CB6,product,1
62670-000,product,1
626-860,department,1
62600,department,1
62600-000,cart,1
62600-000,home,1
62600-000,product,1
62630,cart,1
62640-000,cancel,1
62640-000,department,1
CB4,product,1
CB24,department,1
62670-000,cancel,1
62670-000,cart,1
CF23,product,1
CF24,cart,1
CF24,product,1
62590-000,cancel,1
CH2,cart,1
62500,home,1
CH1,cart,1
62500-000,product,1
625014,cancel,1
CF83,product,1
CF83,department,1
625014,home,1
CF83,cancel,1
CF72,cart,1
62521,purchase,1
CF62,department,1
CF62,cart,1
CF5,cancel,1
CF44,department,1
CF37,department,1
62540-000,purchase,1
CF37,cart,1
CF32,product,1
CF32,department,1
CF32,cart,1
62580,cart,1
62580,department,1
62580-000,cancel,1
CF3,cart,1
62670-000,department,1
62680-000,cart,1
62500,cart,1
629099,cart,1
BT62,purchase,1
BT62,product,1
BT62,cart,1
BT60,home,1
BT6,department,1
BT53,product,1
BT53,cancel,1
62900-000,product,1
BT51,home,1
62901,home,1
BT51,department,1
629099,cancel,1
BT51,cancel,1
62680-000,home,1
629099,home,1
629233,cart,1
629233,department,1
BT48,cancel,1
BT47,department,1
BT45,cancel,1
BT42,department,1
62940-000,purchase,1
6295,cart,1
62959,department,1
BT38,product,1
BT38,department,1
62870-000,cancel,1
BT66,department,1
62850-000,home,1
BT66,purchase,1
CB23,department,1
62685-000,cart,1
CB1,department,1
62690-000,cancel,1
CA2,product,1
CA2,cart,1
62690-000,product,1
6270,cancel,1
CA14,purchase,1
CA14,department,1
CA14,cart,1
BT9,department,1
62760-000,product,1
BT9,cart,1
62800-000,cart,1
BT8,cart,1
BT78,cart,1
62800-000,product,1
6281,department,1
62840,cart,1
62840,department,1
62840-000,cart,1
62840-000,department,1
62840-000,product,1
6285,cart,1
CH3,department,1
CH4,purchase,1
621-890,department,1
62223,product,1
CO6,product,1
62154,product,1
CO5,purchase,1
6217,cancel,1
6217,cart,1
CO5,product,1
6217,department,1
6217,purchase,1
6220,cart,1
62200,cart,1
62210,department,1
62221,cart,1
62230,product,1
62269,purchase,1
62230-000,cart,1
62232,cart,1
62232,department,1
6224,department,1
62250,department,1
62250,home,1
CO4,cancel,1
62250,purchase,1
CO3,product,1
62250-000,department,1
62250-000,product,1
62250-000,purchase,1
62154,cart,1
CR0,product,1
62150-000,purchase,1
62150-000,home,1
6210,cart,1
CV1,cart,1
CT9,product,1
6210,product,1
62100,cart,1
CT9,department,1
CT2,product,1
62100,home,1
CT2,cart,1
CR8,purchase,1
62100,purchase,1
CR7,product,1
CR7,department,1
CR7,cart,1
CR5,department,1
621051,purchase,1
CR4,department,1
621121,department,1
621121,home,1
621121,product,1
62120,home,1
CR2,product,1
62138,product,1
CR2,department,1
62140-000,product,1
62260,product,1
CO3,home,1
CH43,department,1
62400-000,product,1
CM2,product,1
62380,cart,1
62380-000,cart,1
CM2,department,1
CM2,cart,1
CM1,department,1
62380-000,purchase,1
CM1,cart,1
CH7,department,1
62400-000,department,1
CH66,product,1
62400-000,home,1
62400-000,purchase,1
62280-000,cancel,1
62430-000,cancel,1
CH63,cart,1
62430-000,department,1
62430-000,product,1
62430-000,purchase,1
62465,cancel,1
62465,department,1
CH5,cart,1
CH49,cart,1
CH49,cancel,1
CH43,home,1
62465,purchase,1
62370-000,department,1
62370-000,cart,1
CM23,cart,1
62350-000,purchase,1
62280-000,cart,1
62280-000,department,1
62280-000,home,1
6230,cart,1
6230,product,1
62300,department,1
62300-000,cart,1
62300-000,department,1
62300-000,product,1
6232,cart,1
62320,cancel,1
CO15,cart,1
CM7,product,1
CM7,department,1
CM7,cart,1
62320,cart,1
CM7,cancel,1
62320-000,cart,1
CM23,purchase,1
CM23,product,1
CM23,department,1
62320-000,product,1
6233,department,1
62350-000,home,1
62350-000,product,1
DY4,purchase,1
612-030,cart,1
612-022,home,1
6095,department,1
LS12,cancel,1
60901,cart,1
LS11,product,1
LS10,department,1
LN5,home,1
60901,product,1
LN2,purchase,1
LN11,cart,1
LN1,purchase,1
LL18,department,1
LL14,product,1
6095,cart,1
LL13,cart,1
6100,department,1
LL13,cancel,1
LL12,product,1
LL11,product,1
610-0111,cancel,1
610-0111,department,1
LL11,cart,1
6100,cancel,1
6100,cart,1
LE9,department,1
LE8,department,1
LE7,purchase,1
LE7,product,1
LS13,department,1
60901,cancel,1
LS13,home,1
609-390,cart,1
LU6,purchase,1
LU6,cart,1
LU5,cancel,1
LU4,cancel,1
LU3,department,1
LU2,cart,1
LU1,purchase,1
LS9,home,1
LS9,cart,1
LS8,product,1
6082,department,1
6084,product,1
LS8,cart,1
LS29,department,1
LS27,product,1
LS26,department,1
LS25,department,1
LS25,cart,1
LS25,cancel,1
60860-445,product,1
LS17,cancel,1
60860-445,purchase,1
609-320,cancel,1
609-320,department,1
LS15,cart,1
LE7,department,1
610021,cart,1
LU7,cart,1
KY11,cart,1
610043,cancel,1
610043,cart,1
L20,cart,1
KY8,home,1
KY2,department,1
610043,product,1
610043,purchase,1
610044,cancel,1
KY2,cart,1
KY12,product,1
KY12,cart,1
KY11,department,1
KT6,product,1
LE7,cancel,1
610045,cancel,1
KT3,product,1
KT3,cart,1
KT19,product,1
KT19,cart,1
KT15,product,1
610051,home,1
KT12,purchase,1
KT12,product,1
KT12,department,1
KT12,cart,1
610052,home,1
610042,purchase,1
L25,purchase,1
L31,cart,1
L31,department,1
LE67,product,1
LE5,product,1
LE5,department,1
LE5,cart,1
LE4,home,1
LE4,cart,1
LE3,product,1
LE3,cart,1
LE2,product,1
LE2,department,1
610032,home,1
LE2,cart,1
LE16,department,1
LE12,home,1
LE12,department,1
LE11,product,1
LA2,department,1
LA1,cart,1
L9,department,1
L4,department,1
L35,product,1
L35,cart,1
L31,purchase,1
610042,product,1
L31,product,1
60810-670,purchase,1
M14,cart,1
612-022,department,1
ML5,department,1
6069,department,1
N11,cart,1
N11,cancel,1
N1,purchase,1
ML6,purchase,1
ML6,department,1
ML6,cancel,1
607-060,product,1
607-061,home,1
ML5,purchase,1
607-063,department,1
ML5,product,1
ML3,product,1
60707,purchase,1
ML3,home,1
607-100,cart,1
607-100,product,1
607-102,cart,1
ML2,product,1
607-122,department,1
607-825,cart,1
607-825,department,1
ML2,department,1
60706,cancel,1
ML11,department,1
60707,department,1
6069,cancel,1
N11,product,1
60660,department,1
N13,product,1
NE12,department,1
60644,purchase,1
NE12,cart,1
N9,home,1
60647,department,1
N9,cart,1
N7,department,1
N7,cart,1
60651,department,1
N21,department,1
N19,cart,1
N17,product,1
60653,product,1
N17,department,1
N16,department,1
N16,cancel,1
N15,product,1
60655,department,1
60655,product,1
N15,department,1
60657,home,1
60659,department,1
6066,department,1
60660,cart,1
N14,product,1
60707,product,1
MK6,cart,1
M14,product,1
60804,department,1
608-091,department,1
608-092,cart,1
ME10,product,1
608-093,cart,1
ME1,department,1
ME1,cart,1
M9,product,1
M9,department,1
60804,cart,1
M41,product,1
M41,cancel,1
M40,cart,1
M34,purchase,1
MK43,department,1
M30,cart,1
M27,department,1
M26,product,1
M25,product,1
M24,cart,1
M23,cart,1
M22,department,1
M20,purchase,1
M20,product,1
60810-670,home,1
M20,department,1
M16,department,1
ME13,department,1
ME14,cart,1
608-080,department,1
ME14,product,1
MK42,cart,1
60730-190,cancel,1
MK41,product,1
MK41,cart,1
60730-190,product,1
ME8,department,1
6074,product,1
6076,cart,1
ME8,cancel,1
ME7,department,1
608-020,cancel,1
ME5,purchase,1
ME5,product,1
608-023,department,1
ME5,cart,1
608-023,purchase,1
608-040,home,1
ME4,cart,1
ME16,product,1
ME16,department,1
ME16,cart,1
608-070,product,1
608-071,department,1
ME15,product,1
ME15,cart,1
610052,product,1
610052,purchase,1
KA3,product,1
EH6,product,1
6108,purchase,1
6109,department,1
6109,product,1
611-0011,cart,1
611-0021,cart,1
611-0021,product,1
611-0031,department,1
EN5,cart,1
611-0041,department,1
EN4,product,1
EN4,cart,1
EN3,purchase,1
EH6,cart,1
6110,purchase,1
611-070,product,1
611-072,cart,1
611-072,department,1
EH54,purchase,1
EH54,department,1
611-080,home,1
611-082,department,1
EH48,department,1
EH16,department,1
611-089,product,1
EH12,home,1
EH10,cancel,1
EN6,department,1
EN6,product,1
6108,cart,1
EN8,department,1
G21,department,1
G20,department,1
G20,cart,1
G13,cart,1
FY8,purchase,1
FY8,product,1
FY4,department,1
FY4,cart,1
FY3,department,1
610504,cancel,1
FY1,product,1
FK2,cart,1
FK1,purchase,1
FK1,home,1
610512,department,1
610599,cancel,1
610599,department,1
EX39,product,1
EX39,department,1
EX2,department,1
6106,cart,1
6106,department,1
EX16,home,1
6106,home,1
6107,department,1
6110,product,1
E9,product,1
KA3,department,1
611936,cancel,1
611730,product,1
611730,purchase,1
E15,department,1
E14,product,1
E14,home,1
E10,purchase,1
6118,cart,1
E10,product,1
6118,product,1
E1,home,1
611830,department,1
611830,purchase,1
611936,department,1
61107,department,1
611936,home,1
DY9,cart,1
612-010,purchase,1
612-011,product,1
DY8,department,1
DY8,cart,1
DY8,cancel,1
612-020,home,1
DY5,product,1
612-021,home,1
612-021,product,1
612-022,cancel,1
E17,cancel,1
E17,department,1
E2,cancel,1
61169,home,1
61107,purchase,1
E9,cart,1
61108,cancel,1
6111,cart,1
61111,department,1
E8,product,1
61118,cart,1
E7,department,1
E7,cart,1
61118,department,1
6112,cart,1
E6,home,1
E6,cart,1
6112,department,1
E4,cart,1
61130,product,1
6114,cancel,1
E3,product,1
611530,product,1
E3,department,1
E3,cart,1
6116,product,1
E2,product,1
E2,department,1
61169,department,1
G21,home,1
G21,product,1
G32,cart,1
HR1,cart,1
HU8,product,1
610083,product,1
HU7,department,1
610083,purchase,1
HU6,purchase,1
HU6,cart,1
HU5,department,1
610084,product,1
HU17,home,1
HU17,department,1
HU17,cart,1
HR2,cancel,1
HP3,cart,1
G32,product,1
HP2,home,1
610091,department,1
HP13,cancel,1
HG2,cart,1
HG1,cart,1
HD9,department,1
HD8,home,1
HD8,department,1
610093,cancel,1
HD5,purchase,1
HD5,department,1
HD4,product,1
HX2,cart,1
HX2,home,1
HX2,product,1
HX3,cart,1
610058,cancel,1
KA1,cancel,1
IV30,product,1
610058,product,1
610058,purchase,1
IP28,department,1
IP24,cart,1
61008,department,1
IP2,department,1
IP14,product,1
IP14,cart,1
IP1,department,1
IP1,cart,1
IG8,department,1
IG8,cancel,1
IG3,home,1
IG2,product,1
IG2,department,1
IG2,cart,1
IG11,product,1
IG11,department,1
IG10,home,1
IG1,purchase,1
610081,purchase,1
610083,cart,1
HD4,cart,1
HA9,cart,1
HA8,department,1
GL3,cancel,1
GL2,cart,1
610202,purchase,1
610212,cancel,1
G75,cart,1
G74,product,1
G73,department,1
G71,product,1
61032,department,1
61032,home,1
61032,product,1
610400,cancel,1
G71,department,1
610400,cart,1
G71,cart,1
G67,cart,1
G66,home,1
G66,department,1
610400,purchase,1
G66,cart,1
G61,department,1
G53,home,1
G53,department,1
G33,product,1
G33,department,1
G33,cart,1
GL20,cart,1
610202,cancel,1
HA8,cancel,1
GL3,product,1
610093,product,1
610094,cancel,1
610094,cart,1
HA7,department,1
HA7,cart,1
HA5,home,1
610094,department,1
HA5,cart,1
HA5,cancel,1
6101,cart,1
HA4,cart,1
6101,product,1
6101,purchase,1
HA3,home,1
HA3,cart,1
HA0,home,1
GU21,home,1
GU21,department,1
610101,cart,1
GU14,cart,1
GL7,department,1
GL6,department,1
GL6,cart,1
GL51,home,1
GL4,cart,1
DN6,department,1
94534,cart,1
95834,cancel,1
77406,cart,1
77407,department,1
77410,cart,1
77420,cart,1
890-0034,cart,1
77429,department,1
77429,product,1
88900-000,home,1
88820-000,purchase,1
7743,department,1
77433,cancel,1
77433,cart,1
8880,cart,1
88780-000,product,1
77450,department,1
77450,home,1
77459,cart,1
77459,purchase,1
88780-000,department,1
77469,department,1
88780-000,cart,1
7747,cart,1
77471,department,1
8873,cart,1
77478,cart,1
88700,cart,1
77478,product,1
8870,purchase,1
77406,product,1
77400,cart,1
88662,department,1
77396,product,1
77365,product,1
8902,product,1
77375,product,1
77377,cancel,1
77377,purchase,1
77379,cancel,1
77379,department,1
77379,home,1
77380,cart,1
77380,department,1
77381,cart,1
77381,department,1
8902,cart,1
77381,home,1
77382,product,1
89015,home,1
77385,cart,1
8901,product,1
77386,home,1
77386,product,1
77388,product,1
77390,cart,1
89002,department,1
77390,purchase,1
890-0082,product,1
77396,cart,1
890-0082,department,1
88662,product,1
77479,purchase,1
77054,product,1
77511,cart,1
8844,cart,1
88400,purchase,1
88400,product,1
88400,cancel,1
77515,cart,1
77520,cancel,1
77520,cart,1
77521,cart,1
77521,department,1
88375-000,purchase,1
77530,product,1
88333,home,1
77535,cancel,1
77536,home,1
88333,department,1
77545,cancel,1
77545,product,1
88310,department,1
77546,purchase,1
77550,cart,1
8831,department,1
77566,cart,1
8830,purchase,1
8830,product,1
8830,cart,1
77571,cart,1
883-0062,cart,1
77511,product,1
8844,home,1
7748,cart,1
77511,cancel,1
88662,cart,1
88662,cancel,1
77489,department,1
77489,home,1
8865,product,1
8865,cart,1
8865,cancel,1
77498,department,1
77498,product,1
8861,department,1
8860,department,1
8857,product,1
8857,cancel,1
77502,cart,1
8854,purchase,1
8854,home,1
8854,cancel,1
77503,cart,1
77504,cancel,1
77504,department,1
8850,product,1
77505,product,1
77506,department,1
77506,home,1
77506,product,1
7751,cart,1
7751,department,1
77365,home,1
77365,department,1
77357,purchase,1
77081,purchase,1
77082,product,1
77083,cart,1
77083,department,1
77083,product,1
77084,department,1
77084,home,1
77084,product,1
77086,product,1
77088,cancel,1
89108,cart,1
89107-000,product,1
77088,department,1
77088,product,1
89107-000,department,1
77089,cancel,1
77089,department,1
77091,department,1
77091,product,1
77093,cart,1
77093,department,1
77093,product,1
89107,home,1
77095,department,1
89106,cart,1
77096,department,1
77096,product,1
77099,home,1
77082,department,1
89113,cart,1
77357,product,1
89115,cart,1
77055,product,1
89129,home,1
89129,department,1
77055,purchase,1
77060,cancel,1
77060,cart,1
89128,product,1
77061,product,1
77062,cancel,1
77062,product,1
89123,department,1
77063,department,1
77064,cancel,1
89120-000,department,1
77064,cart,1
89120-000,cart,1
77066,product,1
8912,cart,1
89119,department,1
77071,department,1
89119,cart,1
77073,cancel,1
89117,cart,1
77073,product,1
77074,cart,1
77076,cart,1
89115,purchase,1
77100,cart,1
89104,cart,1
89103,home,1
7712,home,1
77300,product,1
77304,product,1
7731,home,1
89079,department,1
77338,product,1
77339,department,1
77339,product,1
89079,cart,1
89075,home,1
89074,department,1
8907,department,1
77345,department,1
77345,product,1
77346,department,1
8907,cancel,1
77350,product,1
77351,cancel,1
89052,department,1
77351,department,1
89052,cart,1
8905,product,1
77354,product,1
89032,cancel,1
77355,department,1
89031,department,1
77356,department,1
89030,department,1
8908,home,1
77300,department,1
77300,cart,1
77170,department,1
89103,department,1
77120,department,1
77124,cart,1
89102,product,1
77130,cart,1
89101,product,1
89101,department,1
77130,home,1
77130,product,1
89100,department,1
77140,product,1
77170,cart,1
77190,cart,1
7730,product,1
77200,product,1
891-0141,department,1
891-0122,department,1
77220,cancel,1
7726,home,1
89084,product,1
89084,department,1
77270,department,1
77270,purchase,1
7728,department,1
77290,product,1
7730,cancel,1
88250,product,1
77571,product,1
88250,department,1
78223,cart,1
87270,department,1
78224,cart,1
78227,department,1
78227,product,1
78228,cancel,1
78228,cart,1
78228,department,1
78228,product,1
8724,product,1
78230,cart,1
78230,department,1
